Grid_Size,kappa,lambda_geo,K,h_star,HE_time,HE_h_max,HE_gap,HE_success,DIJ_time,DIJ_h_max,DIJ_gap,DIJ_success,Speedup_Dijkstra_vs_HE
256,-0.5,0.25,500000,0.24705882352941178,0.0712426999816671,0.25098039215686274,0.015873015873015817,True,0.09962520003318787,0.24705882352941178,0.0,True,1.3983916956940772
256,-0.5,0.4,500000,0.24705882352941178,0.040467999991960824,0.2549019607843137,0.03174603174603163,True,0.09962520003318787,0.24705882352941178,0.0,True,2.4618266297563243
256,-0.5,0.5,500000,0.24705882352941178,0.03903690003789961,0.2549019607843137,0.03174603174603163,True,0.09962520003318787,0.24705882352941178,0.0,True,2.5520776479808878
256,-0.5,0.7,500000,0.24705882352941178,0.051261399989016354,0.34901960784313724,0.41269841269841256,True,0.09962520003318787,0.24705882352941178,0.0,True,1.943474038058545
256,-0.75,0.25,500000,0.24705882352941178,0.04413519997615367,0.2549019607843137,0.03174603174603163,True,0.09962520003318787,0.24705882352941178,0.0,True,2.2572731082450184
256,-0.75,0.4,500000,0.24705882352941178,0.04609840002376586,0.2549019607843137,0.03174603174603163,True,0.09962520003318787,0.24705882352941178,0.0,True,2.16114225183144
256,-0.75,0.5,500000,0.24705882352941178,0.049224199960008264,0.2549019607843137,0.03174603174603163,True,0.09962520003318787,0.24705882352941178,0.0,True,2.02390694240084
256,-0.75,0.7,500000,0.24705882352941178,0.04677899996750057,0.2627450980392157,0.06349206349206349,True,0.09962520003318787,0.24705882352941178,0.0,True,2.129699226199831
256,-1.0,0.25,500000,0.24705882352941178,0.045998900022823364,0.2549019607843137,0.03174603174603163,True,0.09962520003318787,0.24705882352941178,0.0,True,2.1658170083144737
256,-1.0,0.4,500000,0.24705882352941178,0.04161339998245239,0.2627450980392157,0.06349206349206349,True,0.09962520003318787,0.24705882352941178,0.0,True,2.3940653749801264
256,-1.0,0.5,500000,0.24705882352941178,0.041542100021615624,0.2627450980392157,0.06349206349206349,True,0.09962520003318787,0.24705882352941178,0.0,True,2.398174381683878
256,-1.0,0.7,500000,0.24705882352941178,0.04146279999986291,0.2627450980392157,0.06349206349206349,True,0.09962520003318787,0.24705882352941178,0.0,True,2.4027610299718605
512,-0.5,0.25,500000,0.24705882352941178,0.16582829999970272,0.25098039215686274,0.015873015873015817,True,0.4814953000168316,0.24705882352941178,0.0,True,2.903577375017984
512,-0.5,0.4,500000,0.24705882352941178,0.17061550001380965,0.25098039215686274,0.015873015873015817,True,0.4814953000168316,0.24705882352941178,0.0,True,2.8221076043961966
512,-0.5,0.5,500000,0.24705882352941178,0.16940159996738657,0.25098039215686274,0.015873015873015817,True,0.4814953000168316,0.24705882352941178,0.0,True,2.8423302974088185
512,-0.5,0.7,500000,0.24705882352941178,0.16807180002797395,0.34901960784313724,0.41269841269841256,True,0.4814953000168316,0.24705882352941178,0.0,True,2.8648190828960676
512,-0.75,0.25,500000,0.24705882352941178,0.16582940000807866,0.25098039215686274,0.015873015873015817,True,0.4814953000168316,0.24705882352941178,0.0,True,2.903558114504272
512,-0.75,0.4,500000,0.24705882352941178,0.3334366999915801,0.34901960784313724,0.41269841269841256,True,0.4814953000168316,0.24705882352941178,0.0,True,1.4440381038709604
512,-0.75,0.5,500000,0.24705882352941178,0.21395780000602826,0.34901960784313724,0.41269841269841256,True,0.4814953000168316,0.24705882352941178,0.0,True,2.250421812167004
512,-0.75,0.7,500000,0.24705882352941178,0.16893149999668822,0.2627450980392157,0.06349206349206349,True,0.4814953000168316,0.24705882352941178,0.0,True,2.8502398902884956
512,-1.0,0.25,500000,0.24705882352941178,0.17446130001917481,0.25098039215686274,0.015873015873015817,True,0.4814953000168316,0.24705882352941178,0.0,True,2.759897467025129
512,-1.0,0.4,500000,0.24705882352941178,0.16240640002069995,0.34901960784313724,0.41269841269841256,True,0.4814953000168316,0.24705882352941178,0.0,True,2.9647556990085446
512,-1.0,0.5,500000,0.24705882352941178,0.17150960001163185,0.2627450980392157,0.06349206349206349,True,0.4814953000168316,0.24705882352941178,0.0,True,2.8073956209108784
512,-1.0,0.7,500000,0.24705882352941178,0.1802789000212215,0.26666666666666666,0.0793650793650793,True,0.4814953000168316,0.24705882352941178,0.0,True,2.6708355773202106
